DATA (YYYY-MM-DD),Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",ESTACAO
2019-01-01,2300 UTC,0.0,913.2,913.2,912.5,,21.8,18.3,22.1,21.7,18.6,18.3,82.0,80.0,81.0,77.0,8.2,2.9,A807
2019-01-02,0000 UTC,0.0,914.0,914.0,913.1,,21.5,18.3,21.9,21.3,18.4,17.9,82.0,80.0,82.0,65.0,6.5,2.8,A807
2019-01-02,0100 UTC,0.0,914.3,914.4,913.9,,21.0,18.0,21.5,20.9,18.5,17.9,83.0,81.0,83.0,78.0,6.7,2.2,A807
2019-01-02,0200 UTC,0.0,914.0,914.4,914.0,,21.0,17.9,21.1,20.9,18.1,17.8,83.0,82.0,82.0,77.0,6.1,2.0,A807
2019-01-02,0300 UTC,0.0,913.2,914.0,913.2,,20.8,19.3,21.1,20.7,19.3,17.8,91.0,82.0,91.0,66.0,4.2,1.7,A807
2019-01-02,0400 UTC,0.0,912.2,913.2,912.2,,20.8,20.2,20.8,20.5,,,,,97.0,42.0,3.7,1.3,A807
2019-01-02,0500 UTC,0.0,911.9,912.2,911.9,,20.5,20.5,20.8,20.5,20.5,18.5,100.0,87.0,100.0,40.0,4.5,2.0,A807
2019-01-02,0600 UTC,0.0,912.1,912.2,911.6,,20.5,17.7,20.5,20.3,20.5,17.6,100.0,84.0,84.0,30.0,4.5,1.2,A807
2019-01-02,0700 UTC,0.0,912.8,912.9,912.0,,20.7,17.2,20.7,20.4,17.8,17.1,84.0,80.0,80.0,17.0,4.1,1.3,A807
2019-01-02,0800 UTC,0.0,913.4,913.4,912.8,18.1,20.3,18.3,20.7,20.3,18.3,17.0,88.0,80.0,88.0,39.0,3.5,0.8,A807
2019-01-02,0900 UTC,0.0,914.0,914.0,913.4,333.9,21.3,18.4,21.3,20.2,20.3,17.7,100.0,83.0,84.0,20.0,2.6,0.2,A807
2019-01-02,1000 UTC,0.0,914.1,914.1,913.9,1117.1,22.9,17.5,23.6,21.3,18.3,17.1,84.0,70.0,72.0,34.0,3.3,1.8,A807
2019-01-02,1100 UTC,0.0,914.1,914.3,914.1,1868.9,24.8,17.1,25.0,22.7,17.9,16.6,72.0,62.0,62.0,2.0,3.3,1.5,A807
2019-01-02,1200 UTC,0.0,913.8,914.1,913.8,2631.4,26.7,17.3,27.0,24.5,17.8,16.6,63.0,55.0,57.0,328.0,7.7,3.8,A807
2019-01-02,1300 UTC,0.0,913.2,913.8,913.1,3345.9,28.2,17.8,28.7,26.5,18.8,17.1,58.0,52.0,53.0,331.0,7.1,3.1,A807
2019-01-02,1400 UTC,0.0,912.6,913.2,912.5,3944.0,28.7,18.1,29.4,28.1,18.7,17.2,55.0,49.0,53.0,300.0,8.0,4.0,A807
2019-01-02,1500 UTC,0.0,911.8,912.6,911.8,3908.5,30.6,19.1,30.6,28.4,19.1,17.2,55.0,48.0,50.0,300.0,9.1,2.7,A807
2019-01-02,1600 UTC,0.0,911.1,911.8,911.1,3109.1,30.9,16.7,31.0,29.2,18.8,16.1,50.0,42.0,43.0,303.0,7.6,2.4,A807
2019-01-02,1700 UTC,0.0,910.3,911.1,910.3,2006.1,29.9,16.5,31.9,29.5,17.5,15.6,47.0,38.0,44.0,295.0,6.0,3.5,A807
2019-01-02,1800 UTC,0.0,909.5,910.3,909.5,1865.5,30.4,15.9,32.3,29.7,18.6,15.9,47.0,41.0,42.0,252.0,7.1,3.9,A807
2019-01-02,1900 UTC,0.0,909.0,909.5,908.9,1351.9,30.1,16.2,31.4,30.0,17.6,16.0,45.0,41.0,43.0,287.0,6.3,3.2,A807
2019-01-02,2000 UTC,0.0,909.1,909.1,909.0,831.8,29.8,17.2,31.2,29.8,17.3,16.0,47.0,41.0,47.0,310.0,5.9,2.2,A807
2019-01-02,2100 UTC,0.0,909.1,909.1,909.0,114.3,27.9,18.3,29.8,27.9,18.3,17.5,56.0,47.0,56.0,292.0,7.8,4.1,A807
2019-01-02,2200 UTC,0.0,909.8,909.8,909.1,3.2,25.5,17.7,27.9,25.5,18.3,17.7,63.0,56.0,62.0,299.0,10.8,2.2,A807
2019-01-02,2300 UTC,0.0,910.7,910.7,909.7,,25.6,17.3,25.8,25.2,17.9,17.3,64.0,60.0,60.0,306.0,5.2,1.2,A807
2019-01-03,0000 UTC,0.0,911.2,911.3,910.7,,25.2,18.0,25.7,25.1,18.0,17.2,65.0,60.0,65.0,305.0,3.3,1.3,A807
2019-01-03,0100 UTC,0.0,911.3,911.4,911.2,,24.6,18.3,25.3,24.6,18.3,18.0,68.0,65.0,68.0,307.0,5.2,1.7,A807
2019-01-03,0200 UTC,0.0,910.9,911.3,910.9,,24.1,18.3,24.6,24.0,18.5,18.2,70.0,68.0,70.0,287.0,4.3,1.1,A807
2019-01-03,0300 UTC,0.0,910.2,910.9,910.1,,23.6,18.5,24.1,23.3,18.7,18.1,74.0,70.0,73.0,284.0,4.1,1.5,A807
2019-01-03,0400 UTC,0.0,909.4,910.2,909.4,,23.6,18.1,23.7,23.4,18.6,18.1,73.0,72.0,72.0,300.0,4.5,1.9,A807
2019-01-03,0500 UTC,0.0,909.1,909.4,909.1,,23.3,17.7,23.6,23.3,18.1,17.6,72.0,70.0,71.0,283.0,5.2,2.1,A807
2019-01-03,0600 UTC,0.0,909.4,909.4,909.1,,22.8,17.5,23.3,22.8,17.7,17.5,72.0,71.0,72.0,281.0,4.8,1.1,A807
2019-01-03,0700 UTC,0.0,909.8,909.8,909.4,,22.5,17.5,23.0,22.5,17.6,17.4,73.0,71.0,73.0,299.0,4.8,1.2,A807
2019-01-03,0800 UTC,0.0,909.9,910.0,909.7,11.3,22.4,17.5,22.5,22.4,17.6,17.5,74.0,73.0,74.0,303.0,4.8,2.0,A807
2019-01-03,0900 UTC,0.0,910.1,910.1,909.9,355.3,24.0,17.8,24.0,22.4,18.0,17.5,74.0,68.0,68.0,286.0,5.9,2.6,A807
2019-01-03,1000 UTC,0.0,910.3,910.3,910.1,1308.7,25.7,18.2,25.9,24.0,18.6,17.8,68.0,63.0,63.0,295.0,9.8,5.1,A807
2019-01-03,1100 UTC,0.0,910.5,910.5,910.3,2180.5,27.0,18.8,27.2,25.7,19.0,18.1,64.0,60.0,61.0,266.0,11.5,5.9,A807
2019-01-03,1200 UTC,0.0,910.2,910.6,910.1,2866.6,27.8,18.4,28.6,27.0,19.4,18.3,61.0,56.0,57.0,266.0,12.2,6.9,A807
2019-01-03,1300 UTC,0.0,910.1,910.3,910.1,3148.0,29.1,18.7,29.4,27.8,19.0,17.9,57.0,52.0,53.0,262.0,14.0,6.9,A807
2019-01-03,1400 UTC,0.0,909.5,910.1,909.5,3209.8,29.9,17.9,30.5,28.5,18.8,17.2,55.0,46.0,48.0,267.0,14.0,6.9,A807
2019-01-03,1500 UTC,0.0,909.1,909.5,909.0,3765.3,29.7,18.3,31.0,29.4,19.1,17.0,51.0,45.0,50.0,255.0,14.9,5.5,A807
2019-01-03,1600 UTC,0.0,908.9,909.4,908.9,1691.9,28.6,18.0,30.6,25.8,19.1,16.0,62.0,48.0,53.0,278.0,14.2,5.3,A807
2019-01-03,1700 UTC,0.0,908.2,908.9,908.1,3264.1,30.5,18.9,31.7,28.6,19.3,17.6,54.0,46.0,50.0,263.0,13.2,6.7,A807
2019-01-03,1800 UTC,0.0,908.0,908.3,908.0,2391.0,29.2,17.1,31.4,28.7,18.9,16.9,53.0,45.0,48.0,244.0,13.2,5.8,A807
2019-01-03,1900 UTC,0.0,907.3,908.0,907.3,2221.8,29.8,17.9,30.4,28.9,18.1,17.1,50.0,46.0,49.0,250.0,11.2,5.3,A807
2019-01-03,2000 UTC,0.0,907.9,907.9,907.2,1402.1,29.3,16.7,30.1,28.6,18.0,15.3,51.0,42.0,47.0,280.0,10.7,3.7,A807
2019-01-03,2100 UTC,0.0,908.5,908.5,907.9,499.4,27.6,17.8,29.3,27.6,17.9,16.8,55.0,47.0,55.0,278.0,8.2,3.8,A807
2019-01-03,2200 UTC,0.0,909.2,909.2,908.5,10.6,26.7,18.2,27.6,26.7,18.2,17.6,60.0,55.0,60.0,274.0,8.2,3.6,A807
2019-01-03,2300 UTC,0.0,909.9,910.0,909.2,,26.5,18.6,26.7,26.4,18.6,18.2,62.0,60.0,62.0,264.0,7.9,4.1,A807
2019-01-04,0000 UTC,0.0,910.0,910.0,909.8,,26.5,18.7,26.6,26.2,18.8,18.6,64.0,62.0,62.0,281.0,7.9,2.3,A807
2019-01-04,0100 UTC,0.0,910.4,910.4,909.9,,25.6,18.8,26.5,25.6,18.8,18.6,66.0,62.0,66.0,277.0,6.6,3.1,A807
2019-01-04,0200 UTC,0.0,910.4,910.6,910.4,,25.2,18.8,25.6,25.2,18.9,18.7,68.0,66.0,68.0,281.0,7.2,3.7,A807
2019-01-04,0300 UTC,0.0,909.5,910.5,909.5,,24.9,18.5,25.2,24.9,18.8,18.5,68.0,67.0,68.0,279.0,7.7,2.8,A807
2019-01-04,0400 UTC,0.0,908.9,909.5,908.9,,24.4,18.3,24.9,24.3,18.5,18.3,69.0,67.0,69.0,309.0,6.0,2.4,A807
2019-01-04,0500 UTC,0.0,908.6,909.0,908.4,,23.8,18.4,24.5,23.8,18.4,18.2,72.0,69.0,72.0,306.0,3.5,0.5,A807
2019-01-04,0600 UTC,0.0,909.4,909.4,908.6,,23.5,18.8,23.9,23.5,18.8,18.4,75.0,72.0,75.0,261.0,6.7,4.0,A807
2019-01-04,0700 UTC,0.0,909.7,909.7,909.4,,23.0,18.5,23.5,23.0,18.9,18.5,77.0,75.0,76.0,257.0,6.9,3.3,A807
2019-01-04,0800 UTC,0.0,910.2,910.2,909.7,4.7,22.9,18.0,23.0,22.8,18.5,17.9,76.0,73.0,74.0,251.0,5.9,2.3,A807
2019-01-04,0900 UTC,0.0,910.8,910.8,910.2,199.6,23.8,17.7,23.8,22.9,18.0,17.6,74.0,69.0,69.0,257.0,4.1,1.0,A807
2019-01-04,1000 UTC,0.0,911.2,911.2,910.8,790.7,25.6,17.1,25.6,23.8,17.8,16.9,69.0,59.0,59.0,259.0,3.5,2.2,A807
2019-01-04,1100 UTC,0.0,911.4,911.4,911.1,2033.1,27.1,18.6,27.5,25.6,18.6,16.8,60.0,57.0,60.0,273.0,5.7,2.6,A807
2019-01-04,1200 UTC,0.0,911.4,911.5,911.4,2622.1,28.1,19.1,28.4,26.8,19.4,18.0,60.0,57.0,58.0,247.0,8.3,4.9,A807
2019-01-04,1300 UTC,0.0,911.1,911.4,910.9,2325.8,25.4,17.3,29.7,25.4,19.9,17.2,62.0,51.0,61.0,245.0,12.1,6.5,A807
2019-01-04,1400 UTC,0.4,910.5,911.1,910.3,2453.7,27.3,19.2,28.6,24.9,21.6,18.1,72.0,58.0,61.0,267.0,12.1,4.1,A807
2019-01-04,1500 UTC,2.2,910.0,910.8,909.9,696.5,24.5,20.1,27.2,22.9,20.6,18.2,84.0,61.0,77.0,332.0,11.1,0.4,A807
2019-01-04,1600 UTC,0.0,909.4,910.1,909.2,959.5,25.4,18.8,26.1,24.4,20.8,18.8,78.0,67.0,67.0,273.0,8.2,3.1,A807
2019-01-04,1700 UTC,0.0,908.7,909.7,908.7,973.8,25.5,20.2,26.1,25.1,20.3,18.1,73.0,64.0,73.0,113.0,8.2,2.1,A807
2019-01-04,1800 UTC,0.0,909.7,909.7,908.7,941.7,24.5,19.9,25.9,24.5,20.8,19.8,76.0,72.0,76.0,75.0,6.1,2.3,A807
2019-01-04,1900 UTC,26.2,910.3,910.3,909.3,105.8,21.2,,24.5,20.9,,,,,,97.0,8.5,2.0,A807
2019-01-04,2000 UTC,2.4,910.0,910.6,909.8,39.6,21.0,,21.2,20.6,,,,,,115.0,4.6,0.6,A807
2019-01-04,2100 UTC,0.4,910.9,910.9,910.0,24.8,20.6,,21.1,20.6,,,,,,98.0,3.6,1.5,A807
2019-01-04,2200 UTC,0.0,910.8,910.9,910.5,0.1,20.6,,20.7,20.4,,,,,,104.0,4.7,1.9,A807
2019-01-04,2300 UTC,0.0,911.3,911.3,910.8,,20.5,,20.6,20.4,,,,,,92.0,3.9,1.4,A807
2019-01-05,0000 UTC,0.0,911.9,911.9,911.3,0.8,20.9,,21.0,20.5,,,,,,117.0,3.7,1.8,A807
2019-01-05,0100 UTC,0.2,912.1,912.2,911.9,,20.8,,21.0,20.6,,,,,,114.0,6.3,1.0,A807
2019-01-05,0200 UTC,0.2,912.0,912.4,912.0,,20.6,,20.8,20.5,,,,,,97.0,4.3,0.7,A807
2019-01-05,0300 UTC,0.4,911.5,912.0,911.5,,20.4,,20.6,20.4,,,,,,110.0,3.5,0.7,A807
2019-01-05,0400 UTC,0.0,910.6,911.5,910.6,,20.3,,20.4,20.2,,,,,,120.0,3.2,0.4,A807
2019-01-05,0500 UTC,0.2,910.1,910.6,910.1,,20.2,,20.3,20.1,,,,,,134.0,3.3,0.4,A807
2019-01-05,0600 UTC,0.0,910.0,910.1,909.8,,19.9,,20.3,19.9,,,,,,117.0,4.6,1.8,A807
2019-01-05,0700 UTC,0.0,910.7,910.7,910.0,,20.0,,20.1,19.9,,,,,,136.0,4.5,0.5,A807
2019-01-05,0800 UTC,0.0,911.3,911.3,910.7,9.2,20.0,,20.1,19.9,,,,,,122.0,3.6,0.7,A807
2019-01-05,0900 UTC,0.0,911.9,911.9,911.3,141.5,20.3,,20.4,20.0,,,,,,110.0,3.5,1.5,A807
2019-01-05,1000 UTC,0.0,912.2,912.2,911.9,575.1,21.6,,21.8,20.3,,,,,,132.0,3.7,1.0,A807
2019-01-05,1100 UTC,0.0,912.0,912.2,912.0,989.5,22.9,18.9,23.2,21.5,21.5,18.6,99.0,77.0,78.0,130.0,4.1,1.9,A807
2019-01-05,1200 UTC,0.0,912.2,912.2,912.0,1702.0,23.2,18.4,23.9,22.5,19.3,18.1,79.0,73.0,74.0,114.0,8.1,4.3,A807
2019-01-05,1300 UTC,0.0,912.2,912.3,912.1,1643.1,23.1,17.8,24.5,23.1,19.1,17.7,75.0,69.0,72.0,119.0,8.2,4.3,A807
2019-01-05,1400 UTC,0.0,912.1,912.2,912.0,1964.8,23.1,17.5,24.1,23.0,19.1,17.5,76.0,69.0,71.0,117.0,9.7,3.9,A807
2019-01-05,1500 UTC,0.0,912.2,912.3,912.1,745.5,22.3,18.5,23.5,22.0,18.6,17.6,80.0,71.0,79.0,86.0,8.7,2.7,A807
2019-01-05,1600 UTC,5.6,912.3,912.4,912.2,436.0,20.2,,22.4,20.1,,,,,,95.0,7.1,3.0,A807
2019-01-05,1700 UTC,3.2,911.8,912.3,911.8,779.8,20.6,,20.7,20.0,,,,,,113.0,7.5,2.9,A807
2019-01-05,1800 UTC,0.0,911.5,911.9,911.5,877.3,20.3,,20.7,20.0,,,,,,102.0,7.5,2.6,A807
2019-01-05,1900 UTC,0.0,910.9,911.5,910.9,361.1,20.5,18.8,21.0,20.3,20.7,18.0,100.0,86.0,90.0,101.0,6.4,2.1,A807
2019-01-05,2000 UTC,0.0,910.9,910.9,910.8,216.9,20.0,,20.6,20.0,20.3,17.5,100.0,83.0,,114.0,6.1,2.2,A807
2019-01-05,2100 UTC,0.0,911.2,911.2,910.9,43.0,19.4,,20.1,19.4,,,,,,102.0,5.3,2.4,A807
2019-01-05,2200 UTC,0.2,912.0,912.0,911.2,,19.1,,19.5,19.1,,,,,,106.0,5.2,1.7,A807
2019-01-05,2300 UTC,0.0,912.6,912.6,912.0,,19.0,,19.3,19.0,,,,,,122.0,4.1,1.5,A807
2019-01-06,0000 UTC,0.2,913.2,913.2,912.6,,19.1,,19.2,19.0,,,,,,102.0,4.2,1.6,A807
2019-01-06,0100 UTC,0.2,913.1,913.3,913.1,,18.7,,19.1,18.7,,,,,,79.0,4.6,1.9,A807
2019-01-06,0200 UTC,0.0,912.6,913.1,912.6,,17.3,,18.8,17.3,,,,,,81.0,7.5,3.4,A807
2019-01-06,0300 UTC,0.0,911.8,912.6,911.8,,17.8,,17.8,17.3,,,,,,68.0,6.9,2.3,A807
2019-01-06,0400 UTC,0.0,911.2,911.8,911.2,,17.9,,17.9,17.8,,,,,,75.0,5.5,2.2,A807
2019-01-06,0500 UTC,0.0,910.8,911.2,910.8,,18.3,,18.3,17.9,,,,,,65.0,5.9,0.9,A807
2019-01-06,0600 UTC,0.0,910.8,910.9,910.7,,18.1,,18.3,18.1,,,,,,62.0,4.0,1.0,A807
2019-01-06,0700 UTC,0.0,911.3,911.3,910.8,,18.1,,18.2,18.1,,,,,,57.0,3.8,0.8,A807
2019-01-06,0800 UTC,0.0,911.7,911.7,911.3,5.6,18.1,,18.2,18.1,,,,,,85.0,3.3,0.8,A807
2019-01-06,0900 UTC,0.0,912.1,912.1,911.7,104.4,18.4,,18.4,18.1,,,,,,94.0,2.5,0.0,A807
2019-01-06,1000 UTC,0.0,912.5,912.5,912.0,464.7,19.2,17.0,19.4,18.3,,,,,87.0,73.0,1.5,0.1,A807
2019-01-06,1100 UTC,0.0,912.7,912.7,912.5,920.8,20.3,16.1,20.6,19.2,17.5,16.1,89.0,77.0,77.0,63.0,2.4,0.8,A807
2019-01-06,1200 UTC,0.0,912.8,912.9,912.7,854.1,20.7,16.8,20.9,20.3,17.0,16.2,79.0,76.0,78.0,24.0,3.7,1.2,A807
2019-01-06,1300 UTC,0.0,912.7,912.8,912.7,771.3,21.0,17.0,21.4,20.6,17.4,16.6,79.0,76.0,78.0,29.0,2.9,0.4,A807
2019-01-06,1400 UTC,0.0,912.3,912.7,912.3,821.6,22.0,17.5,22.1,20.9,17.8,16.9,79.0,75.0,76.0,26.0,3.5,0.7,A807
2019-01-06,1500 UTC,0.0,911.6,912.3,911.6,952.9,22.7,17.7,22.7,21.8,18.1,17.2,77.0,73.0,73.0,79.0,3.2,0.9,A807
2019-01-06,1600 UTC,0.0,910.7,911.6,910.7,2166.7,24.5,17.9,24.7,22.5,18.6,17.4,74.0,67.0,67.0,67.0,4.6,2.3,A807
2019-01-06,1700 UTC,0.2,909.7,910.7,909.7,2859.0,25.9,18.0,26.3,24.3,19.3,17.5,69.0,60.0,62.0,45.0,4.7,1.6,A807
2019-01-06,1800 UTC,0.0,909.0,909.7,909.0,1202.4,26.0,19.8,26.5,24.4,19.8,17.8,69.0,61.0,69.0,59.0,5.4,2.4,A807
2019-01-06,1900 UTC,0.0,909.0,909.1,909.0,1149.2,24.3,18.1,26.2,24.3,19.4,17.8,70.0,63.0,68.0,39.0,7.0,3.3,A807
2019-01-06,2000 UTC,0.0,908.9,909.0,908.9,726.0,23.0,18.6,24.3,22.9,19.4,18.0,79.0,68.0,76.0,46.0,7.2,2.9,A807
2019-01-06,2100 UTC,0.4,909.5,909.6,908.9,178.4,21.5,,23.0,21.5,21.3,18.4,98.0,76.0,,37.0,6.1,2.4,A807
2019-01-06,2200 UTC,0.0,910.0,910.0,909.5,1.3,21.0,,21.6,21.0,,,,,,60.0,5.7,2.5,A807
2019-01-06,2300 UTC,0.4,910.8,910.8,910.0,,20.9,,21.2,20.9,,,,,,49.0,5.1,1.8,A807
2019-01-07,0000 UTC,2.6,911.4,911.4,910.8,,20.7,,20.9,20.6,,,,,,61.0,3.9,0.6,A807
2019-01-07,0100 UTC,0.0,911.4,911.5,911.4,,20.6,,20.8,20.6,,,,,,49.0,3.2,1.0,A807
2019-01-07,0200 UTC,0.2,910.8,911.4,910.8,,20.6,,20.7,20.5,,,,,,48.0,2.9,0.8,A807
2019-01-07,0300 UTC,0.0,909.8,910.8,909.8,,20.5,,20.7,20.4,,,,,,49.0,3.1,1.1,A807
2019-01-07,0400 UTC,0.0,909.0,909.8,909.0,,20.0,,20.5,20.0,,,,,,24.0,3.2,1.0,A807
2019-01-07,0500 UTC,0.0,908.9,909.0,908.8,,19.5,,20.0,19.5,,,,,,347.0,3.6,0.7,A807
2019-01-07,0600 UTC,0.0,908.7,908.9,908.6,,19.2,,19.5,19.2,,,,,,336.0,3.1,0.8,A807
2019-01-07,0700 UTC,0.0,908.7,908.7,908.5,,19.1,,19.2,19.0,,,,,,8.0,3.1,0.0,A807
2019-01-07,0800 UTC,0.0,909.2,909.2,908.7,12.2,19.3,,19.3,19.0,,,,,,353.0,2.8,0.5,A807
2019-01-07,0900 UTC,0.0,909.8,909.8,909.2,185.3,20.8,,20.8,19.3,,,,,,347.0,5.8,2.3,A807
2019-01-07,1000 UTC,0.0,910.0,910.0,909.8,758.1,22.5,18.6,22.7,20.8,,,,,78.0,334.0,6.9,2.9,A807
2019-01-07,1100 UTC,0.0,910.4,910.4,910.0,2107.1,24.5,17.9,24.9,22.5,19.0,17.9,79.0,67.0,67.0,322.0,9.2,3.7,A807
2019-01-07,1200 UTC,0.0,910.8,910.9,910.3,2669.8,25.4,17.4,25.7,24.0,18.5,16.9,69.0,60.0,61.0,309.0,12.2,5.8,A807
2019-01-07,1300 UTC,0.0,910.8,911.0,910.7,3147.6,26.6,17.4,27.1,25.3,18.3,16.8,62.0,56.0,57.0,312.0,15.0,4.4,A807
2019-01-07,1400 UTC,0.0,910.5,910.8,910.4,3588.6,27.5,17.9,27.9,26.3,18.4,17.2,59.0,54.0,56.0,320.0,13.0,5.6,A807
2019-01-07,1500 UTC,0.0,909.9,910.4,909.8,3904.5,27.7,16.4,28.8,27.2,18.0,16.4,56.0,50.0,50.0,322.0,12.9,5.8,A807
2019-01-07,1600 UTC,0.0,909.6,909.9,909.6,2652.2,28.6,17.8,29.1,27.5,17.8,16.1,52.0,47.0,52.0,303.0,12.9,4.9,A807
2019-01-07,1700 UTC,0.0,909.1,909.6,909.1,2901.9,28.8,16.6,29.2,27.9,17.8,16.2,52.0,47.0,48.0,315.0,12.6,5.6,A807
2019-01-07,1800 UTC,0.0,908.7,909.1,908.6,2548.4,28.4,16.8,30.2,28.3,17.6,16.1,50.0,45.0,50.0,308.0,12.8,5.5,A807
